Tick,Mode,SH5_Temp,O2,Waste_Deposit,Efficiency_AS,Barycenter,AS_Flow,Pusher_Speed
751,2,631,2.5,64.68,0.29,2.98,11698,41.8
752,2,631,2.5,64.51,0.29,2.98,11698,41.8
753,2,631,2.5,64.35,0.29,2.98,11698,41.8
754,2,631,2.6,64.19,0.29,2.98,11698,41.8
755,2,631,2.6,64.02,0.29,2.98,11698,41.8
756,2,630,2.6,63.86,0.29,2.98,11698,41.8
757,2,630,2.6,63.69,0.29,2.98,11698,41.8
758,2,630,2.7,63.53,0.29,2.98,11698,41.8
759,2,630,2.7,63.37,0.29,2.98,11698,41.8
760,2,630,2.7,63.20,0.29,2.98,11698,41.8
761,2,630,2.7,63.04,0.29,2.98,11698,41.8
762,2,629,2.7,62.87,0.29,2.98,11698,41.8
763,2,629,2.8,62.71,0.29,2.98,11698,41.8
764,2,629,2.8,62.55,0.29,2.98,11698,41.8
765,2,629,2.8,62.38,0.29,2.98,11698,41.8
766,2,629,2.8,62.22,0.29,2.98,11698,41.8
767,2,629,2.9,62.05,0.29,2.98,11698,41.8
768,2,628,2.9,61.89,0.29,2.98,11698,41.8
769,2,628,2.9,61.73,0.29,2.98,11698,41.8
770,2,628,2.9,61.56,0.29,2.98,11698,41.8
771,2,628,2.9,61.40,0.29,2.98,11698,41.8
772,2,628,3,61.23,0.29,2.98,11698,41.8
773,2,628,3,61.07,0.29,2.98,11698,41.8
774,2,627,3,60.91,0.29,2.98,11698,41.8
775,2,627,3,60.74,0.29,2.98,11698,41.8
776,2,627,3.1,60.58,0.29,2.98,11698,41.8
777,2,627,3.1,60.41,0.29,2.98,11698,41.8
778,2,627,3.1,60.25,0.29,2.98,11698,41.8
779,2,627,3.1,60.09,0.29,2.98,11698,41.8
780,2,626,3.2,59.92,0.29,2.98,11698,41.8
781,2,626,3.2,59.76,0.29,2.98,11698,41.8
782,2,626,3.2,59.59,0.29,2.98,11698,41.8
783,2,626,3.2,59.43,0.29,2.98,11698,41.8
784,2,626,3.2,59.27,0.29,2.98,11698,41.8
785,2,626,3.3,59.10,0.29,2.98,11698,41.8
786,2,625,3.3,58.94,0.29,2.98,11698,41.8
787,2,625,3.3,58.77,0.29,2.98,11698,41.8
788,2,625,3.3,58.61,0.29,2.98,11698,41.8
789,2,625,3.4,58.45,0.29,2.98,11698,41.8
790,2,625,3.4,58.28,0.29,2.98,11698,41.8
791,2,625,3.4,58.12,0.29,2.98,11698,41.8
792,2,624,3.4,57.95,0.29,2.98,11698,41.8
793,2,624,3.4,57.79,0.29,2.98,11698,41.8
794,2,624,3.5,57.63,0.29,2.98,11698,41.8
795,2,624,3.5,57.46,0.29,2.98,11698,41.8
796,2,624,3.5,57.30,0.29,2.98,11698,41.8
797,2,624,3.5,57.13,0.29,2.98,11698,41.8
798,2,623,3.6,56.97,0.29,2.98,11698,41.8
799,2,623,3.6,56.81,0.29,2.98,11698,41.8
800,2,623,3.6,56.64,0.29,2.98,11698,41.9
801,2,623,3.6,56.48,0.29,2.98,11698,42.0
802,2,622,3.7,56.32,0.29,2.98,11698,42.1
803,2,622,3.7,56.16,0.29,2.98,11698,42.2
804,2,622,3.8,56.01,0.29,2.98,11698,42.3
805,2,622,3.8,55.85,0.29,2.98,11698,42.4
806,2,621,3.8,55.70,0.29,2.98,11698,42.5
807,2,621,3.9,55.55,0.29,2.98,11698,42.6
808,2,621,3.9,55.40,0.29,2.98,11698,42.7
809,2,620,4,55.26,0.29,2.98,11698,42.8
810,2,620,4,55.11,0.29,2.98,11698,42.9
811,2,620,4,54.97,0.29,2.98,11698,43.0
812,2,619,4.1,54.83,0.29,2.98,11698,43.1
813,2,619,4.1,54.69,0.29,2.98,11698,43.2
814,2,619,4.1,54.56,0.29,2.98,11698,43.3
815,2,619,4.2,54.42,0.29,2.98,11698,43.4
816,2,618,4.2,54.29,0.29,2.98,11698,43.5
817,2,618,4.2,54.16,0.29,2.98,11698,43.6
818,2,618,4.3,54.03,0.29,2.98,11698,43.7
819,2,617,4.3,53.91,0.29,2.98,11698,43.8
820,2,617,4.3,53.78,0.29,2.98,11698,43.9
821,2,617,4.4,53.66,0.29,2.98,11698,44.0
822,2,617,4.4,53.54,0.29,2.98,11698,44.1
823,2,616,4.4,53.42,0.29,2.98,11698,44.2
824,2,616,4.5,53.31,0.29,2.98,11698,44.3
825,2,616,4.5,53.19,0.29,2.98,11698,44.4
826,2,616,4.5,53.08,0.29,2.98,11698,44.5
827,2,615,4.5,52.97,0.29,2.98,11698,44.6
828,2,615,4.6,52.86,0.29,2.98,11698,44.7
829,2,615,4.6,52.76,0.29,2.98,11698,44.8
830,2,615,4.6,52.65,0.29,2.98,11698,44.9
831,2,614,4.7,52.55,0.29,2.98,11698,45.0
832,2,614,4.7,52.45,0.29,2.98,11698,45.1
833,2,614,4.7,52.35,0.29,2.98,11698,45.2
834,2,614,4.7,52.26,0.29,2.98,11698,45.3
835,2,613,4.8,52.16,0.29,2.98,11698,45.4
836,2,613,4.8,52.07,0.29,2.98,11698,45.5
837,2,613,4.8,51.98,0.29,2.98,11698,45.6
838,2,613,4.8,51.89,0.29,2.98,11698,45.7
839,2,612,4.9,51.81,0.29,2.98,11698,45.8
840,2,612,4.9,51.72,0.29,2.98,11698,45.9
841,2,612,4.9,51.64,0.29,2.98,11698,46.0
842,2,612,4.9,51.56,0.29,2.98,11698,46.1
843,2,612,5,51.48,0.29,2.98,11698,46.2
844,2,611,5,51.41,0.29,2.98,11698,46.3
845,2,611,5,51.33,0.29,2.98,11698,46.4
846,2,611,5,51.26,0.29,2.98,11698,46.5
847,2,611,5.1,51.19,0.29,2.98,11698,46.6
848,2,611,5.1,51.12,0.29,2.98,11698,46.7
849,2,610,5.1,51.06,0.29,2.98,11698,46.8
850,2,610,5.1,50.99,0.29,2.98,11698,46.9
851,2,610,5.1,50.93,0.29,2.98,11698,47.0
852,2,610,5.2,50.87,0.29,2.98,11698,47.1
853,2,610,5.2,50.81,0.29,2.98,11698,47.2
854,2,609,5.2,50.76,0.29,2.98,11698,47.3
855,2,609,5.2,50.70,0.29,2.98,11698,47.4
856,2,609,5.2,50.65,0.29,2.98,11698,47.5
857,2,609,5.3,50.60,0.29,2.98,11698,47.6
858,2,609,5.3,50.55,0.29,2.98,11698,47.7
859,2,609,5.3,50.51,0.29,2.98,11698,47.8
860,2,608,5.3,50.46,0.29,2.98,11698,47.9
861,2,608,5.3,50.42,0.29,2.98,11698,48.0
862,2,608,5.3,50.38,0.29,2.98,11698,48.1
863,2,608,5.4,50.34,0.29,2.98,11698,48.2
864,2,608,5.4,50.31,0.29,2.98,11698,48.3
865,2,608,5.4,50.27,0.29,2.98,11698,48.4
866,2,607,5.4,50.24,0.29,2.98,11698,48.5
867,2,607,5.4,50.21,0.29,2.98,11698,48.6
868,2,607,5.4,50.18,0.29,2.98,11698,48.7
869,2,607,5.5,50.16,0.29,2.98,11698,48.8
870,2,607,5.5,50.13,0.29,2.98,11698,48.9
871,2,607,5.5,50.11,0.29,2.98,11698,49.0
872,2,607,5.5,50.09,0.29,2.98,11698,49.1
873,2,606,5.5,50.07,0.29,2.98,11698,49.2
874,2,606,5.5,50.06,0.29,2.98,11698,49.3
875,2,606,5.5,50.04,0.29,2.98,11698,49.4
876,2,606,5.6,50.03,0.29,2.98,11698,49.5
877,2,606,5.6,50.02,0.29,2.98,11698,49.6
878,2,606,5.6,50.01,0.29,2.98,11698,49.7
879,2,606,5.6,50.01,0.29,2.98,11698,49.8
880,2,606,5.6,50.00,0.29,2.98,11698,49.9
881,2,605,5.6,50.00,0.29,2.98,11698,50.0
882,2,605,5.6,50.00,0.29,2.98,11698,50.1
883,2,605,5.6,50.00,0.29,2.98,11698,50.2
884,2,605,5.7,50.01,0.29,2.98,11698,50.3
885,2,605,5.7,50.01,0.29,2.98,11698,50.4
886,2,605,5.7,50.02,0.29,2.98,11698,50.5
887,2,605,5.7,50.03,0.29,2.98,11698,50.6
888,2,605,5.7,50.04,0.29,2.98,11698,50.7
889,2,605,5.7,50.06,0.29,2.98,11698,50.8
890,2,604,5.7,50.07,0.29,2.98,11698,50.9
891,2,604,5.7,50.09,0.29,2.98,11698,51.0
892,2,604,5.7,50.11,0.29,2.98,11698,51.1
893,2,604,5.7,50.13,0.29,2.98,11698,51.2
894,2,604,5.7,50.16,0.29,2.98,11698,51.3
895,2,604,5.8,50.18,0.29,2.98,11698,51.4
896,2,604,5.8,50.21,0.29,2.98,11698,51.5
897,2,604,5.8,50.24,0.29,2.98,11698,51.6
898,2,604,5.8,50.27,0.29,2.98,11698,51.7
899,2,604,5.8,50.31,0.29,2.98,11698,51.8
900,2,604,5.8,50.34,0.29,2.98,11698,51.9
901,2,604,5.8,50.38,0.29,2.98,11698,52.0
902,2,603,5.8,50.42,0.29,2.98,11698,52.1
903,2,603,5.8,50.46,0.29,2.98,11698,52.2
904,2,603,5.8,50.51,0.29,2.98,11698,52.3
905,2,603,5.8,50.55,0.29,2.98,11698,52.4
906,2,603,5.8,50.60,0.29,2.98,11698,52.5
907,2,603,5.8,50.65,0.29,2.98,11698,52.6
908,2,603,5.8,50.70,0.29,2.98,11698,52.7
909,2,603,5.8,50.76,0.29,2.98,11698,52.8
910,2,603,5.8,50.81,0.29,2.98,11698,52.9
911,2,603,5.9,50.87,0.29,2.98,11698,53.0
912,2,603,5.9,50.93,0.29,2.98,11698,53.1
913,2,603,5.9,50.99,0.29,2.98,11698,53.2
914,2,603,5.9,51.06,0.29,2.98,11698,53.3
915,2,603,5.9,51.12,0.29,2.98,11698,53.4
916,2,603,5.9,51.19,0.29,2.98,11698,53.5
917,2,603,5.9,51.26,0.29,2.98,11698,53.6
918,2,603,5.9,51.33,0.29,2.98,11698,53.7
919,2,603,5.9,51.41,0.29,2.98,11698,53.8
920,2,603,5.9,51.48,0.29,2.98,11698,53.9
921,2,603,5.9,51.56,0.29,2.98,11698,54.0
922,2,603,5.9,51.64,0.29,2.98,11698,54.1
923,2,603,5.9,51.72,0.29,2.98,11698,54.2
924,2,603,5.9,51.81,0.29,2.98,11698,54.3
925,2,603,5.9,51.89,0.29,2.98,11698,54.4
926,2,603,5.9,51.98,0.29,2.98,11698,54.5
927,2,603,5.9,52.07,0.29,2.98,11698,54.6
928,2,603,5.9,52.16,0.29,2.98,11698,54.7
929,2,603,5.9,52.26,0.29,2.98,11698,54.8
930,2,603,5.9,52.35,0.29,2.98,11698,54.9
931,2,603,5.9,52.45,0.29,2.98,11698,55.0
932,2,603,5.9,52.55,0.29,2.98,11698,55.1
933,2,603,5.9,52.65,0.29,2.98,11698,55.2
934,2,603,5.9,52.76,0.29,2.98,11698,55.3
935,2,603,5.9,52.86,0.29,2.98,11698,55.4
936,2,603,5.9,52.97,0.29,2.98,11698,55.5
937,2,603,5.9,53.08,0.29,2.98,11698,55.6
938,2,603,5.9,53.19,0.29,2.98,11698,55.7
939,2,603,5.9,53.31,0.29,2.98,11698,55.8
940,2,603,5.9,53.42,0.29,2.98,11698,55.9
941,2,603,5.9,53.54,0.29,2.98,11698,56.0
942,2,603,5.9,53.66,0.29,2.98,11698,56.1
943,2,603,5.9,53.78,0.29,2.98,11698,56.2
944,2,603,5.9,53.91,0.29,2.98,11698,56.3
945,2,603,5.9,54.03,0.29,2.98,11698,56.4
946,2,603,5.9,54.16,0.29,2.98,11698,56.5
947,2,603,5.9,54.29,0.29,2.98,11698,56.6
948,2,603,5.9,54.42,0.29,2.98,11698,56.7
949,2,603,5.8,54.56,0.29,2.98,11698,56.8
950,2,603,5.8,54.69,0.29,2.98,11698,56.9
951,2,603,5.8,54.83,0.29,2.98,11698,57.0
952,2,603,5.8,54.97,0.29,2.98,11698,57.1
953,2,603,5.8,55.11,0.29,2.98,11698,57.2
954,2,603,5.8,55.26,0.29,2.98,11698,57.3
955,2,603,5.8,55.40,0.29,2.98,11698,57.4
956,2,603,5.8,55.55,0.29,2.98,11698,57.5
957,2,604,5.8,55.70,0.29,2.98,11698,57.6
958,2,604,5.8,55.85,0.29,2.98,11698,57.7
959,2,604,5.8,56.01,0.29,2.98,11698,57.8
960,2,604,5.8,56.16,0.29,2.98,11698,57.9
961,2,604,5.8,56.32,0.29,2.98,11698,58.0
962,2,604,5.8,56.48,0.29,2.98,11698,58.1
963,2,604,5.8,56.64,0.29,2.98,11698,58.2
964,2,604,5.8,56.81,0.29,2.98,11698,58.2
965,2,604,5.8,56.97,0.29,2.98,11698,58.2
966,2,604,5.7,57.13,0.29,2.98,11698,58.2
967,2,605,5.7,57.30,0.29,2.98,11698,58.2
968,2,605,5.7,57.46,0.29,2.98,11698,58.2
969,2,605,5.7,57.63,0.29,2.98,11698,58.2
970,2,605,5.7,57.79,0.29,2.98,11698,58.2
971,2,605,5.7,57.95,0.29,2.98,11698,58.2
972,2,605,5.6,58.12,0.29,2.98,11698,58.2
973,2,605,5.6,58.28,0.29,2.98,11698,58.2
974,2,606,5.6,58.45,0.29,2.98,11698,58.2
975,2,606,5.6,58.61,0.29,2.98,11698,58.2
976,2,606,5.6,58.77,0.29,2.98,11698,58.2
977,2,606,5.6,58.94,0.29,2.98,11698,58.2
978,2,606,5.5,59.10,0.29,2.98,11698,58.2
979,2,606,5.5,59.27,0.29,2.98,11698,58.2
980,2,607,5.5,59.43,0.29,2.98,11698,58.2
981,2,607,5.5,59.59,0.29,2.98,11698,58.2
982,2,607,5.5,59.76,0.29,2.98,11698,58.2
983,2,607,5.5,59.92,0.29,2.98,11698,58.2
984,2,607,5.4,60.09,0.29,2.98,11698,58.2
985,2,607,5.4,60.25,0.29,2.98,11698,58.2
986,2,608,5.4,60.41,0.29,2.98,11698,58.2
987,2,608,5.4,60.58,0.29,2.98,11698,58.2
988,2,608,5.4,60.74,0.29,2.98,11698,58.2
989,2,608,5.4,60.91,0.29,2.98,11698,58.2
990,2,608,5.4,61.07,0.29,2.98,11698,58.2
991,2,608,5.3,61.23,0.29,2.98,11698,58.2
992,2,609,5.3,61.40,0.29,2.98,11698,58.2
993,2,609,5.3,61.56,0.29,2.98,11698,58.2
994,2,609,5.3,61.73,0.29,2.98,11698,58.2
995,2,609,5.3,61.89,0.29,2.98,11698,58.2
996,2,609,5.3,62.05,0.29,2.98,11698,58.2
997,2,609,5.2,62.22,0.29,2.98,11698,58.2
998,2,610,5.2,62.38,0.29,2.98,11698,58.2
999,2,610,5.2,62.55,0.29,2.98,11698,58.2
1000,2,610,5.2,62.71,0.29,2.98,11698,58.2
1001,2,610,5.2,62.87,0.29,2.98,11698,58.2
1002,2,610,5.2,63.04,0.29,2.98,11698,58.2
1003,2,610,5.1,63.20,0.29,2.98,11698,58.2
1004,2,611,5.1,63.37,0.29,2.98,11698,58.2
1005,2,611,5.1,63.53,0.29,2.98,11698,58.2
1006,2,611,5.1,63.69,0.29,2.98,11698,58.2
1007,2,611,5.1,63.86,0.29,2.98,11698,58.2
1008,2,611,5.1,64.02,0.29,2.98,11698,58.2
1009,2,611,5,64.19,0.29,2.98,11698,58.2
1010,2,612,5,64.35,0.29,2.98,11698,58.2
1011,2,612,5,64.51,0.29,2.98,11698,58.2
1012,2,612,5,64.68,0.29,2.98,11698,58.2
1013,2,612,5,64.84,0.29,2.98,11698,58.2
1014,2,612,5,65.01,0.29,2.98,11698,58.2
1015,2,612,4.9,65.17,0.29,2.98,11698,58.2
1016,2,613,4.9,65.33,0.29,2.98,11698,58.2
1017,2,613,4.9,65.50,0.29,2.98,11698,58.2
1018,2,613,4.9,65.66,0.29,2.98,11698,58.2
1019,2,613,4.9,65.83,0.29,2.98,11698,58.2
1020,2,613,4.9,65.99,0.29,2.98,11698,58.2
1021,2,613,4.9,66.15,0.29,2.98,11698,58.2
1022,2,614,4.8,66.32,0.29,2.98,11698,58.2
1023,2,614,4.8,66.48,0.29,2.98,11698,58.2
1024,2,614,4.8,66.65,0.29,2.98,11698,58.2
1025,2,614,4.8,66.81,0.29,2.98,11698,58.2
1026,2,614,4.8,66.97,0.29,2.98,11698,58.2
1027,2,614,4.8,67.14,0.29,2.98,11698,58.2
1028,2,615,4.7,67.30,0.29,2.98,11698,58.2
1029,2,615,4.7,67.47,0.29,2.98,11698,58.2
1030,2,615,4.7,67.63,0.29,2.98,11698,58.2
1031,2,615,4.7,67.79,0.29,2.98,11698,58.2
1032,2,615,4.7,67.96,0.29,2.98,11698,58.2
1033,2,615,4.7,68.12,0.29,2.98,11698,58.2
1034,2,616,4.6,68.29,0.29,2.98,11698,58.2
1035,2,616,4.6,68.45,0.29,2.98,11698,58.2
1036,2,616,4.6,68.61,0.29,2.98,11698,58.2
1037,2,616,4.6,68.78,0.29,2.98,11698,58.2
1038,2,616,4.6,68.94,0.29,2.98,11698,58.2
1039,2,616,4.6,69.11,0.29,2.98,11698,58.2
1040,2,616,4.5,69.27,0.29,2.98,11698,58.2
1041,2,617,4.5,69.43,0.29,2.98,11698,58.2
1042,2,617,4.5,69.60,0.29,2.98,11698,58.2
1043,2,617,4.5,69.76,0.29,2.98,11698,58.2
1044,2,617,4.5,69.93,0.29,2.98,11698,58.2
1045,2,617,4.5,70.09,0.29,2.98,11698,58.2
1046,2,617,4.4,70.25,0.29,2.98,11698,58.2
1047,2,618,4.4,70.42,0.29,2.98,11698,58.2
1048,2,618,4.4,70.58,0.29,2.98,11698,58.2
1049,2,618,4.4,70.75,0.29,2.98,11698,58.2
1050,2,618,4.4,70.91,0.29,2.98,11698,58.2
1051,2,618,4.4,71.07,0.29,2.98,11698,58.2
1052,2,618,4.4,71.24,0.29,2.98,11698,58.2
1053,2,619,4.3,71.40,0.29,2.98,11698,58.2
1054,2,619,4.3,71.57,0.29,2.98,11698,58.2
1055,2,619,4.3,71.73,0.29,2.98,11698,58.2
1056,2,619,4.3,71.89,0.29,2.98,11698,58.2
1057,2,619,4.3,72.06,0.29,2.98,11698,58.2
1058,2,619,4.3,72.22,0.29,2.98,11698,58.2
1059,2,620,4.2,72.39,0.29,2.98,11698,58.2
1060,2,620,4.2,72.55,0.29,2.98,11698,58.2
1061,2,620,4.2,72.71,0.29,2.98,11698,58.2
1062,2,620,4.2,72.88,0.29,2.98,11698,58.2
1063,2,620,4.2,73.04,0.29,2.98,11698,58.2
1064,2,620,4.2,73.21,0.29,2.98,11698,58.2
1065,2,621,4.1,73.37,0.29,2.98,11698,58.2
1066,2,621,4.1,73.53,0.29,2.98,11698,58.2
1067,2,621,4.1,73.70,0.29,2.98,11698,58.2
1068,2,621,4.1,73.86,0.29,2.98,11698,58.2
1069,2,621,4.1,74.03,0.29,2.98,11698,58.2
1070,2,621,4.1,74.19,0.29,2.98,11698,58.2
1071,2,622,4,74.35,0.29,2.98,11698,58.2
1072,2,622,4,74.52,0.29,2.98,11698,58.2
1073,2,622,4,74.68,0.29,2.98,11698,58.2
1074,2,622,4,74.85,0.29,2.98,11698,58.2
1075,2,622,4,75.01,0.29,2.98,11698,58.2
1076,2,622,4,75.17,0.29,2.98,11698,58.2
1077,2,623,3.9,75.34,0.29,2.98,11698,58.2
1078,2,623,3.9,75.50,0.29,2.98,11698,58.2
1079,2,623,3.9,75.67,0.29,2.98,11698,58.2
1080,2,623,3.9,75.83,0.29,2.98,11698,58.2
1081,2,623,3.9,75.99,0.29,2.98,11698,58.2
1082,2,623,3.9,76.16,0.29,2.98,11698,58.2
1083,2,624,3.9,76.32,0.29,2.98,11698,58.2
1084,2,624,3.8,76.49,0.29,2.98,11698,58.2
1085,2,624,3.8,76.65,0.29,2.98,11698,58.2
1086,2,624,3.8,76.81,0.29,2.98,11698,57.7
1087,2,625,3.7,76.97,0.29,2.98,11698,57.2
1088,2,625,3.6,77.11,0.29,2.98,11698,56.7
1089,2,626,3.6,77.25,0.29,2.98,11698,56.2
1090,2,626,3.5,77.37,0.29,2.98,11698,55.7
1091,2,627,3.4,77.48,0.29,2.98,11698,55.2
1092,2,627,3.3,77.59,0.29,2.98,11698,54.7
1093,2,628,3.2,77.68,0.29,2.98,11698,54.2
1094,2,629,3.1,77.77,0.29,2.98,11698,53.7
1095,2,629,3.1,77.84,0.29,2.98,11698,53.2
1096,2,630,3,77.90,0.29,2.98,11698,52.7
1097,2,630,2.9,77.96,0.29,2.98,11698,52.2
1098,2,631,2.8,78.00,0.29,2.98,11698,51.7
1099,2,631,2.7,78.04,0.29,2.98,11698,51.2
1100,2,632,2.6,78.06,0.29,2.98,11698,50.7
1101,2,633,2.5,78.07,0.29,2.98,11698,50.2
1102,2,633,2.5,78.08,0.29,2.98,11698,49.7
1103,2,634,2.4,78.07,0.29,2.98,11698,49.2
1104,2,634,2.3,78.06,0.29,2.98,11698,48.7
1105,2,635,2.2,78.03,0.29,2.98,11698,48.2
1106,2,635,2.1,77.99,0.29,2.98,11698,47.7
1107,2,636,2,77.95,0.29,2.98,11698,47.2
1108,2,637,1.9,77.89,0.29,2.98,11698,46.7
1109,2,637,1.8,77.83,0.29,2.98,11698,46.2
1110,2,638,1.7,77.75,0.29,2.98,11698,45.7
1111,2,638,1.6,77.66,0.29,2.98,11698,45.2
1112,2,639,1.5,77.57,0.29,2.98,11698,44.7
1113,2,640,1.4,77.46,0.29,2.98,11698,44.2
1114,2,640,1.3,77.35,0.29,2.98,11698,43.7
1115,2,641,1.2,77.22,0.29,2.98,11698,43.2
1116,2,641,1.1,77.08,0.29,2.98,11698,42.7
1117,2,642,1,76.94,0.29,2.98,11698,42.2
1118,2,643,0.9,76.78,0.29,2.98,11698,41.7
1119,2,643,0.8,76.62,0.29,2.98,11698,41.7
1120,2,643,0.9,76.45,0.29,2.98,11698,41.7
1121,2,643,0.9,76.28,0.29,2.98,11698,41.7
1122,2,643,0.9,76.12,0.29,2.98,11698,41.7
1123,2,643,0.9,75.95,0.29,2.98,11698,41.7
1124,2,642,1,75.79,0.29,2.98,11698,41.7
1125,2,642,1,75.62,0.29,2.98,11698,41.7
1126,2,642,1,75.45,0.29,2.98,11698,41.7
1127,2,642,1,75.29,0.29,2.98,11698,41.7
1128,2,642,1,75.12,0.29,2.98,11698,41.7
1129,2,642,1.1,74.96,0.29,2.98,11698,41.7
1130,2,641,1.1,74.79,0.29,2.98,11698,41.7
1131,2,641,1.1,74.62,0.29,2.98,11698,41.7
1132,2,641,1.1,74.46,0.29,2.98,11698,41.7
1133,2,641,1.2,74.29,0.29,2.98,11698,41.7
1134,2,641,1.2,74.13,0.29,2.98,11698,41.7
1135,2,641,1.2,73.96,0.29,2.98,11698,41.7
1136,2,640,1.2,73.79,0.29,2.98,11698,41.7
1137,2,640,1.3,73.63,0.29,2.98,11698,41.7
1138,2,640,1.3,73.46,0.29,2.98,11698,41.7
1139,2,640,1.3,73.30,0.29,2.98,11698,41.7
1140,2,640,1.3,73.13,0.29,2.98,11698,41.7
1141,2,640,1.3,72.96,0.29,2.98,11698,41.7
1142,2,639,1.4,72.80,0.29,2.98,11698,41.7
1143,2,639,1.4,72.63,0.29,2.98,11698,41.7
1144,2,639,1.4,72.47,0.29,2.98,11698,41.7
1145,2,639,1.4,72.30,0.29,2.98,11698,41.7
1146,2,639,1.5,72.13,0.29,2.98,11698,41.7
1147,2,639,1.5,71.97,0.29,2.98,11698,41.7
1148,2,638,1.5,71.80,0.29,2.98,11698,41.7
1149,2,638,1.5,71.64,0.29,2.98,11698,41.7
1150,2,638,1.5,71.47,0.29,2.98,11698,41.7
1151,2,638,1.6,71.30,0.29,2.98,11698,41.7
1152,2,638,1.6,71.14,0.29,2.98,11698,41.7
1153,2,638,1.6,70.97,0.29,2.98,11698,41.7
1154,2,637,1.6,70.81,0.29,2.98,11698,41.7
1155,2,637,1.7,70.64,0.29,2.98,11698,41.7
1156,2,637,1.7,70.47,0.29,2.98,11698,41.7
1157,2,637,1.7,70.31,0.29,2.98,11698,41.7
1158,2,637,1.7,70.14,0.29,2.98,11698,41.7
1159,2,637,1.8,69.98,0.29,2.98,11698,41.7
1160,2,636,1.8,69.81,0.29,2.98,11698,41.7
1161,2,636,1.8,69.64,0.29,2.98,11698,41.7
1162,2,636,1.8,69.48,0.29,2.98,11698,41.7
1163,2,636,1.8,69.31,0.29,2.98,11698,41.7
1164,2,636,1.9,69.15,0.29,2.98,11698,41.7
1165,2,636,1.9,68.98,0.29,2.98,11698,41.7
1166,2,635,1.9,68.81,0.29,2.98,11698,41.7
1167,2,635,1.9,68.65,0.29,2.98,11698,41.7
1168,2,635,2,68.48,0.29,2.98,11698,41.7
1169,2,635,2,68.32,0.29,2.98,11698,41.7
1170,2,635,2,68.15,0.29,2.98,11698,41.7
1171,2,635,2,67.98,0.29,2.98,11698,41.7
1172,2,634,2,67.82,0.29,2.98,11698,41.7
1173,2,634,2.1,67.65,0.29,2.98,11698,41.7
1174,2,634,2.1,67.49,0.29,2.98,11698,41.7
1175,2,634,2.1,67.32,0.29,2.98,11698,41.7
1176,2,634,2.1,67.15,0.29,2.98,11698,41.7
1177,2,634,2.2,66.99,0.29,2.98,11698,41.7
1178,2,633,2.2,66.82,0.29,2.98,11698,41.7
1179,2,633,2.2,66.66,0.29,2.98,11698,41.7
1180,2,633,2.2,66.49,0.29,2.98,11698,41.7
1181,2,633,2.3,66.32,0.29,2.98,11698,41.7
1182,2,633,2.3,66.16,0.29,2.98,11698,41.7
1183,2,633,2.3,65.99,0.29,2.98,11698,41.7
1184,2,632,2.3,65.83,0.29,2.98,11698,41.7
1185,2,632,2.3,65.66,0.29,2.98,11698,41.7
1186,2,632,2.4,65.49,0.29,2.98,11698,41.7
1187,2,632,2.4,65.33,0.29,2.98,11698,41.7
1188,2,632,2.4,65.16,0.29,2.98,11698,41.7
1189,2,632,2.4,65.00,0.29,2.98,11698,41.7
1190,2,631,2.5,64.83,0.29,2.98,11698,41.7
1191,2,631,2.5,64.66,0.29,2.98,11698,41.7
1192,2,631,2.5,64.50,0.29,2.98,11698,41.7
1193,2,631,2.5,64.33,0.29,2.98,11698,41.7
1194,2,631,2.5,64.17,0.29,2.98,11698,41.7
1195,2,631,2.6,64.00,0.29,2.98,11698,41.7
1196,2,631,2.6,63.83,0.29,2.98,11698,41.7
1197,2,630,2.6,63.67,0.29,2.98,11698,41.7
1198,2,630,2.6,63.50,0.29,2.98,11698,41.7
1199,2,630,2.7,63.34,0.29,2.98,11698,41.7
1200,2,630,2.7,63.17,0.29,2.98,11698,41.7
1201,2,630,2.7,63.00,0.29,2.98,11698,41.7
1202,2,630,2.7,62.84,0.29,2.98,11698,41.7
1203,2,629,2.8,62.67,0.29,2.98,11698,41.7
1204,2,629,2.8,62.51,0.29,2.98,11698,41.7
1205,2,629,2.8,62.34,0.29,2.98,11698,41.7
1206,2,629,2.8,62.17,0.29,2.98,11698,41.7
1207,2,629,2.8,62.01,0.29,2.98,11698,41.7
1208,2,629,2.9,61.84,0.29,2.98,11698,41.7
1209,2,628,2.9,61.68,0.29,2.98,11698,41.7
1210,2,628,2.9,61.51,0.29,2.98,11698,41.7
1211,2,628,2.9,61.34,0.29,2.98,11698,41.7
1212,2,628,3,61.18,0.29,2.98,11698,41.7
1213,2,628,3,61.01,0.29,2.98,11698,41.7
1214,2,628,3,60.85,0.29,2.98,11698,41.7
1215,2,627,3,60.68,0.29,2.98,11698,41.7
1216,2,627,3.1,60.51,0.29,2.98,11698,41.7
1217,2,627,3.1,60.35,0.29,2.98,11698,41.7
1218,2,627,3.1,60.18,0.29,2.98,11698,41.7
1219,2,627,3.1,60.02,0.29,2.98,11698,41.7
1220,2,627,3.1,59.85,0.29,2.98,11698,41.7
1221,2,626,3.2,59.68,0.29,2.98,11698,41.7
1222,2,626,3.2,59.52,0.29,2.98,11698,41.7
1223,2,626,3.2,59.35,0.29,2.98,11698,41.7
1224,2,626,3.2,59.19,0.29,2.98,11698,41.7
1225,2,626,3.3,59.02,0.29,2.98,11698,41.7
