Tick,Mode,SH5_Temp,O2,Waste_Deposit,Efficiency_AS,Barycenter,AS_Flow,Pusher_Speed
1226,2,626,3.3,58.85,0.29,2.98,11698,41.7
1227,2,625,3.3,58.69,0.29,2.98,11698,41.7
1228,2,625,3.3,58.52,0.29,2.98,11698,41.7
1229,2,625,3.3,58.36,0.29,2.98,11698,41.7
1230,2,625,3.4,58.19,0.29,2.98,11698,41.7
1231,2,625,3.4,58.02,0.29,2.98,11698,41.7
1232,2,625,3.4,57.86,0.29,2.98,11698,41.7
1233,2,624,3.4,57.69,0.29,2.98,11698,41.7
1234,2,624,3.5,57.53,0.29,2.98,11698,41.7
1235,2,624,3.5,57.36,0.29,2.98,11698,41.7
1236,2,624,3.5,57.19,0.29,2.98,11698,41.7
1237,2,624,3.5,57.03,0.29,2.98,11698,41.7
1238,2,624,3.6,56.86,0.29,2.98,11698,41.7
1239,2,623,3.6,56.70,0.29,2.98,11698,41.7
1240,2,623,3.6,56.53,0.29,2.98,11698,41.8
1241,2,623,3.6,56.37,0.29,2.98,11698,41.9
1242,2,623,3.7,56.20,0.29,2.98,11698,42.0
1243,2,622,3.7,56.04,0.29,2.98,11698,42.1
1244,2,622,3.8,55.89,0.29,2.98,11698,42.2
1245,2,622,3.8,55.73,0.29,2.98,11698,42.3
1246,2,621,3.8,55.58,0.29,2.98,11698,42.4
1247,2,621,3.9,55.42,0.29,2.98,11698,42.5
1248,2,621,3.9,55.27,0.29,2.98,11698,42.6
1249,2,620,4,55.13,0.29,2.98,11698,42.7
1250,2,620,4,54.98,0.29,2.98,11698,42.8
1251,2,620,4,54.84,0.29,2.98,11698,42.9
1252,2,619,4.1,54.69,0.29,2.98,11698,43.0
1253,2,619,4.1,54.55,0.29,2.98,11698,43.1
1254,2,619,4.1,54.42,0.29,2.98,11698,43.2
1255,2,619,4.2,54.28,0.29,2.98,11698,43.3
1256,2,618,4.2,54.15,0.29,2.98,11698,43.4
1257,2,618,4.2,54.01,0.29,2.98,11698,43.5
1258,2,618,4.3,53.88,0.29,2.98,11698,43.6
1259,2,617,4.3,53.76,0.29,2.98,11698,43.7
1260,2,617,4.3,53.63,0.29,2.98,11698,43.8
1261,2,617,4.4,53.51,0.29,2.98,11698,43.9
1262,2,617,4.4,53.38,0.29,2.98,11698,44.0
1263,2,616,4.4,53.26,0.29,2.98,11698,44.1
1264,2,616,4.5,53.15,0.29,2.98,11698,44.2
1265,2,616,4.5,53.03,0.29,2.98,11698,44.3
1266,2,616,4.5,52.92,0.29,2.98,11698,44.4
1267,2,615,4.5,52.80,0.29,2.98,11698,44.5
1268,2,615,4.6,52.69,0.29,2.98,11698,44.6
1269,2,615,4.6,52.59,0.29,2.98,11698,44.7
1270,2,615,4.6,52.48,0.29,2.98,11698,44.8
1271,2,614,4.7,52.38,0.29,2.98,11698,44.9
1272,2,614,4.7,52.27,0.29,2.98,11698,45.0
1273,2,614,4.7,52.17,0.29,2.98,11698,45.1
1274,2,614,4.7,52.08,0.29,2.98,11698,45.2
1275,2,613,4.8,51.98,0.29,2.98,11698,45.3
1276,2,613,4.8,51.89,0.29,2.98,11698,45.4
1277,2,613,4.8,51.79,0.29,2.98,11698,45.5
1278,2,613,4.9,51.70,0.29,2.98,11698,45.6
1279,2,612,4.9,51.62,0.29,2.98,11698,45.7
1280,2,612,4.9,51.53,0.29,2.98,11698,45.8
1281,2,612,4.9,51.45,0.29,2.98,11698,45.9
1282,2,612,5,51.36,0.29,2.98,11698,46.0
1283,2,612,5,51.28,0.29,2.98,11698,46.1
1284,2,611,5,51.21,0.29,2.98,11698,46.2
1285,2,611,5,51.13,0.29,2.98,11698,46.3
1286,2,611,5,51.06,0.29,2.98,11698,46.4
1287,2,611,5.1,50.98,0.29,2.98,11698,46.5
1288,2,610,5.1,50.91,0.29,2.98,11698,46.6
1289,2,610,5.1,50.85,0.29,2.98,11698,46.7
1290,2,610,5.1,50.78,0.29,2.98,11698,46.8
1291,2,610,5.2,50.72,0.29,2.98,11698,46.9
1292,2,610,5.2,50.65,0.29,2.98,11698,47.0
1293,2,610,5.2,50.59,0.29,2.98,11698,47.1
1294,2,609,5.2,50.54,0.29,2.98,11698,47.2
1295,2,609,5.2,50.48,0.29,2.98,11698,47.3
1296,2,609,5.3,50.43,0.29,2.98,11698,47.4
1297,2,609,5.3,50.37,0.29,2.98,11698,47.5
1298,2,609,5.3,50.32,0.29,2.98,11698,47.6
1299,2,608,5.3,50.28,0.29,2.98,11698,47.7
1300,2,608,5.3,50.23,0.29,2.98,11698,47.8
1301,2,608,5.3,50.19,0.29,2.98,11698,47.9
1302,2,608,5.4,50.14,0.29,2.98,11698,48.0
1303,2,608,5.4,50.10,0.29,2.98,11698,48.1
1304,2,608,5.4,50.07,0.29,2.98,11698,48.2
1305,2,607,5.4,50.03,0.29,2.98,11698,48.3
1306,2,607,5.4,50.00,0.29,2.98,11698,48.4
1307,2,607,5.4,49.96,0.29,2.98,11698,48.5
1308,2,607,5.5,49.93,0.29,2.98,11698,48.6
1309,2,607,5.5,49.91,0.29,2.98,11698,48.7
1310,2,607,5.5,49.88,0.29,2.98,11698,48.8
1311,2,607,5.5,49.86,0.29,2.98,11698,48.9
1312,2,606,5.5,49.83,0.29,2.98,11698,49.0
1313,2,606,5.5,49.81,0.29,2.98,11698,49.1
1314,2,606,5.6,49.80,0.29,2.98,11698,49.2
1315,2,606,5.6,49.78,0.29,2.98,11698,49.3
1316,2,606,5.6,49.77,0.29,2.98,11698,49.4
1317,2,606,5.6,49.75,0.29,2.98,11698,49.5
1318,2,606,5.6,49.74,0.29,2.98,11698,49.6
1319,2,605,5.6,49.74,0.29,2.98,11698,49.7
1320,2,605,5.6,49.73,0.29,2.98,11698,49.8
1321,2,605,5.6,49.73,0.29,2.98,11698,49.9
1322,2,605,5.7,49.72,0.29,2.98,11698,50.0
1323,2,605,5.7,49.72,0.29,2.98,11698,50.1
1324,2,605,5.7,49.73,0.29,2.98,11698,50.2
1325,2,605,5.7,49.73,0.29,2.98,11698,50.3
1326,2,605,5.7,49.74,0.29,2.98,11698,50.4
1327,2,605,5.7,49.74,0.29,2.98,11698,50.5
1328,2,604,5.7,49.75,0.29,2.98,11698,50.6
1329,2,604,5.7,49.77,0.29,2.98,11698,50.7
1330,2,604,5.7,49.78,0.29,2.98,11698,50.8
1331,2,604,5.7,49.80,0.29,2.98,11698,50.9
1332,2,604,5.8,49.81,0.29,2.98,11698,51.0
1333,2,604,5.8,49.83,0.29,2.98,11698,51.1
1334,2,604,5.8,49.86,0.29,2.98,11698,51.2
1335,2,604,5.8,49.88,0.29,2.98,11698,51.3
1336,2,604,5.8,49.91,0.29,2.98,11698,51.4
1337,2,604,5.8,49.93,0.29,2.98,11698,51.5
1338,2,604,5.8,49.96,0.29,2.98,11698,51.6
1339,2,603,5.8,50.00,0.29,2.98,11698,51.7
1340,2,603,5.8,50.03,0.29,2.98,11698,51.8
1341,2,603,5.8,50.07,0.29,2.98,11698,51.9
1342,2,603,5.8,50.10,0.29,2.98,11698,52.0
1343,2,603,5.8,50.14,0.29,2.98,11698,52.1
1344,2,603,5.8,50.19,0.29,2.98,11698,52.2
1345,2,603,5.8,50.23,0.29,2.98,11698,52.3
1346,2,603,5.9,50.28,0.29,2.98,11698,52.4
1347,2,603,5.9,50.32,0.29,2.98,11698,52.5
1348,2,603,5.9,50.37,0.29,2.98,11698,52.6
1349,2,603,5.9,50.43,0.29,2.98,11698,52.7
1350,2,603,5.9,50.48,0.29,2.98,11698,52.8
1351,2,603,5.9,50.54,0.29,2.98,11698,52.9
1352,2,603,5.9,50.59,0.29,2.98,11698,53.0
1353,2,603,5.9,50.65,0.29,2.98,11698,53.1
1354,2,603,5.9,50.72,0.29,2.98,11698,53.2
1355,2,603,5.9,50.78,0.29,2.98,11698,53.3
1356,2,603,5.9,50.85,0.29,2.98,11698,53.4
1357,2,603,5.9,50.91,0.29,2.98,11698,53.5
1358,2,603,5.9,50.98,0.29,2.98,11698,53.6
1359,2,602,5.9,51.06,0.29,2.98,11698,53.7
1360,2,602,5.9,51.13,0.29,2.98,11698,53.8
1361,2,602,5.9,51.21,0.29,2.98,11698,53.9
1362,2,602,5.9,51.28,0.29,2.98,11698,54.0
1363,2,602,5.9,51.36,0.29,2.98,11698,54.1
1364,2,602,5.9,51.45,0.29,2.98,11698,54.2
1365,2,602,5.9,51.53,0.29,2.98,11698,54.3
1366,2,602,5.9,51.62,0.29,2.98,11698,54.4
1367,2,602,5.9,51.70,0.29,2.98,11698,54.5
1368,2,602,5.9,51.79,0.29,2.98,11698,54.6
1369,2,602,5.9,51.89,0.29,2.98,11698,54.7
1370,2,602,5.9,51.98,0.29,2.98,11698,54.8
1371,2,602,5.9,52.08,0.29,2.98,11698,54.9
1372,2,602,5.9,52.17,0.29,2.98,11698,55.0
1373,2,602,5.9,52.27,0.29,2.98,11698,55.1
1374,2,602,5.9,52.38,0.29,2.98,11698,55.2
1375,2,602,5.9,52.48,0.29,2.98,11698,55.3
1376,2,602,5.9,52.59,0.29,2.98,11698,55.4
1377,2,602,5.9,52.69,0.29,2.98,11698,55.5
1378,2,602,5.9,52.80,0.29,2.98,11698,55.6
1379,2,602,5.9,52.92,0.29,2.98,11698,55.7
1380,2,602,5.9,53.03,0.29,2.98,11698,55.8
1381,2,602,5.9,53.15,0.29,2.98,11698,55.9
1382,2,603,5.9,53.26,0.29,2.98,11698,56.0
1383,2,603,5.9,53.38,0.29,2.98,11698,56.1
1384,2,603,5.9,53.51,0.29,2.98,11698,56.2
1385,2,603,5.9,53.63,0.29,2.98,11698,56.3
1386,2,603,5.9,53.76,0.29,2.98,11698,56.4
1387,2,603,5.9,53.88,0.29,2.98,11698,56.5
1388,2,603,5.9,54.01,0.29,2.98,11698,56.6
1389,2,603,5.9,54.15,0.29,2.98,11698,56.7
1390,2,603,5.9,54.28,0.29,2.98,11698,56.8
1391,2,603,5.9,54.42,0.29,2.98,11698,56.9
1392,2,603,5.9,54.55,0.29,2.98,11698,57.0
1393,2,603,5.9,54.69,0.29,2.98,11698,57.1
1394,2,603,5.9,54.84,0.29,2.98,11698,57.2
1395,2,603,5.9,54.98,0.29,2.98,11698,57.3
1396,2,603,5.8,55.13,0.29,2.98,11698,57.4
1397,2,603,5.8,55.27,0.29,2.98,11698,57.5
1398,2,603,5.8,55.42,0.29,2.98,11698,57.6
1399,2,603,5.8,55.58,0.29,2.98,11698,57.7
1400,2,603,5.8,55.73,0.29,2.98,11698,57.8
1401,2,603,5.8,55.89,0.29,2.98,11698,57.9
1402,2,604,5.8,56.04,0.29,2.98,11698,58.0
1403,2,604,5.8,56.20,0.29,2.98,11698,58.1
1404,2,604,5.8,56.37,0.29,2.98,11698,58.2
1405,2,604,5.8,56.53,0.29,2.98,11698,58.3
1406,2,604,5.8,56.70,0.29,2.98,11698,58.3
1407,2,604,5.8,56.86,0.29,2.98,11698,58.3
1408,2,604,5.8,57.03,0.29,2.98,11698,58.3
1409,2,604,5.7,57.19,0.29,2.98,11698,58.3
1410,2,604,5.7,57.36,0.29,2.98,11698,58.3
1411,2,605,5.7,57.53,0.29,2.98,11698,58.3
1412,2,605,5.7,57.69,0.29,2.98,11698,58.3
1413,2,605,5.7,57.86,0.29,2.98,11698,58.3
1414,2,605,5.7,58.02,0.29,2.98,11698,58.3
1415,2,605,5.6,58.19,0.29,2.98,11698,58.3
1416,2,605,5.6,58.36,0.29,2.98,11698,58.3
1417,2,606,5.6,58.52,0.29,2.98,11698,58.3
1418,2,606,5.6,58.69,0.29,2.98,11698,58.3
1419,2,606,5.6,58.85,0.29,2.98,11698,58.3
1420,2,606,5.6,59.02,0.29,2.98,11698,58.3
1421,2,606,5.5,59.19,0.29,2.98,11698,58.3
1422,2,606,5.5,59.35,0.29,2.98,11698,58.3
1423,2,607,5.5,59.52,0.29,2.98,11698,58.3
1424,2,607,5.5,59.68,0.29,2.98,11698,58.3
1425,2,607,5.5,59.85,0.29,2.98,11698,58.3
1426,2,607,5.5,60.02,0.29,2.98,11698,58.3
1427,2,607,5.4,60.18,0.29,2.98,11698,58.3
1428,2,607,5.4,60.35,0.29,2.98,11698,58.3
1429,2,608,5.4,60.51,0.29,2.98,11698,58.3
1430,2,608,5.4,60.68,0.29,2.98,11698,58.3
1431,2,608,5.4,60.85,0.29,2.98,11698,58.3
1432,2,608,5.4,61.01,0.29,2.98,11698,58.3
1433,2,608,5.4,61.18,0.29,2.98,11698,58.3
1434,2,608,5.3,61.34,0.29,2.98,11698,58.3
1435,2,609,5.3,61.51,0.29,2.98,11698,58.3
1436,2,609,5.3,61.68,0.29,2.98,11698,58.3
1437,2,609,5.3,61.84,0.29,2.98,11698,58.3
1438,2,609,5.3,62.01,0.29,2.98,11698,58.3
1439,2,609,5.3,62.17,0.29,2.98,11698,58.3
